product_name,categories_tags,countries_en,ingredients_text,additives_tags
"Nonfat Greek Style Frozen Yogurt, Lemon","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:frozen-foods,en:fermented-dairy-desserts,en:frozen-desserts,en:yogurts,en:frozen-yogurts,en:greek-style-yogurts",United States,"Skim milk, sucrose, lemonade base (water, sugar, citrus pulp, lemon juice concentrate, lemon flavor with other natural flavors, pectin, locust bean gum and turmeric), corn syrup, frozen greek yogurt base (whey protein concentrate, cultured dairy solids {whey protein concentrate, whey powder, nonfat dried milk, natural flavor}, milk protein concentrate, sodium citrate, natural and artificial flavors, standardized with dextrose), nonfat dry milk, stabilizer (mono and diglycerides, locust bean gum, pectin, carrageenan, standardized with dextrose), acidifier (water, natural glycerin, starter distillate, natural lactic acid, natural vanilla and other natural flavors, sodium benzoate), cultures.","en:e211,en:e270,en:e331,en:e407,en:e410,en:e422,en:e440,en:e471"
"Nonfat Greek Style Frozen Yogurt, Blueberry Pomegranate","en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:frozen-foods,en:fermented-dairy-desserts,en:frozen-desserts,en:yogurts,en:frozen-yogurts,en:greek-style-yogurts",United States,"Skim milk, sucrose, blueberry pomegranate base (blueberries, sugar, water, blueberry and pomegranate flavors with other natural flavors, pomegranate juice concentrate, pectin, locust bean gum and citric acid), corn syrup, frozen greek yogurt base (whey protein concentrate, cultured dairy solids {whey protein concentrate, whey powder, nonfat dried milk, natural flavor}, milk protein concentrate, sodium citrate, natural and artificial flavors, standardized with dextrose), nonfat dry milk, stabilizer (mono and diglycerides, locust bean gum, pectin, carrageenan, standardized with dextrose), acidifier (water, natural glycerin, starter distillate, natural lactic acid natural vanilla and other natural flavors, sodium benzoate), cultures.","en:e211,en:e330,en:e331,en:e407,en:e410,en:e422,en:e440,en:e471"
Roundy's fresh broccoli cheddar soup,en:frozen-foods,United States,"Water, broccoli, heavy cream (cream, carrageenan), american cheese [cultured milk, water, cream, skim milk, sodium phosphates, salt, vegetable color, enzymes, added during shredding: cellulose powder (to prevent caking), potassium sorbate and natamycin], enriched wheat flour (wheat flour, malted barley flour, niacin, iron thiamine mononitrate, riboflavin, folic acid), white onion, celery, canola oil, extra virgin olive oil, chicken base (roasted chicken, salt, yeast extract, natural flavor, turmeric), salted butter (pasteurized cream, salt), sour cream [cultured skim milk, cream, stabilizer (grade a whey, modified food starch, sodium phosphate, guar gum, carrageenan, calcium sulfate, locust bean gum), potassium sorbate], cheddar cheese [pasteurized milk, cheese cultures, salt, enzymes, annatto, potato starch and/or powdered cellulose (added to prevent caking), modified cornstarch], blue cheese crumbles [(pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), natamycin (to protect flavor)], garlic (garlic, canola oil, extra virgin olive oil), cheese base seasoning [cheddar cheese (pasteurized cultured milk, salt, cultures, enzymes), disodium phosphate, and less than 2% of salt, enzymes, yellow #5, yellow #6, salt, natural flavors (salt, autolyzed yeast extract, calcium silicate, partially hydrogenated soybean oil], black pepper, salt, potassium sorbate, sodium benzoate, bay leaf, white pepper, thyme.","en:e102,en:e110,en:e160b,en:e202,en:e211,en:e235,en:e339ii,en:e407,en:e410,en:e412,en:e460,en:e460ii,en:e516,en:e552"
Authentic italian flatbread mediterranean,en:frozen-foods,United States,"Organic wheat flour, organic tomato puree, water, organic mozzarella cheese (organic milk, salt, microbial rennet, starter culture), organic seasoned grilled zucchini (organic grilled zucchini, organic sunflower seed oil, organic parsley, salt), organic ricotta cheese (organic whey milk, organic milk, salt, lactic acid), organic grilled red peppers, organic grilled yellow peppers, organic sunflower seed oil, organic extra virgin olive oil, salt, organic dextrose, organic malted wheat flour, yeast, organic oregano.",en:e270
Stuffed jalapenos,en:frozen-foods,United States,"Green jalapeno peppers [peppers, water, acetic acid, salt, calcium chloride, sodium benzoate (preservative)], water, pasteurized process cheddar cheese [cheddar cheese (milk, cheese culture, salt, enzymes), water, milkfat, sodium phosphate, sodium hexametaphosphate, salt, artificial color], enriched bleached wheat flour (bleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), wheat flour, vegetable oil (soybean and/or canola), enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), food starch - modified. contains 2% or less of butter (cream, salt), cellulose gum, citric acid, dextrose, disodium phosphate, distilled vinegar, dried cheddar and semisoft cheese (pasteurized milk, cheese culture, salt, enzymes), dried garlic, dried onion, extractives of paprika and annatto (color), lactic acid, leavening (sodium bicarbonate, sodium acid pyrophosphate, monocalcium phosphate), natural flavor, nonfat milk, salt, silicon dioxide (to prevent caking), sodium alginate, spices, sunflower oil, wheat gluten, wheat starch, whey, yeast, yeast nutrients (calcium sulfate, ammonium chloride).","en:e160b,en:e211,en:e260,en:e270,en:e330,en:e339ii,en:e341,en:e341i,en:e401,en:e450,en:e450i,en:e452,en:e452i,en:e466,en:e500,en:e500ii,en:e510"
"Roundy's, 100% pure beef 1/3 pound patties with swiss cheese & mushroom","en:meats-and-their-products,en:frozen-foods,en:meats,en:frozen-meats",United States,"Beef, pasteurized process swiss cheese [swiss cheese {culture milk, water, cream, skim milk, sodium phosphate, salt, sorbic acid (preservative), enzymes, powdered cellulose (to prevent caking), potassium sorbate and natamycin (preservatives)}], mushrooms [mushrooms, water, salt, citric acid, lactic acid, ascorbic acid, sodium benzoate, potassium sorbate, and edta], water, seasoning [encapsulated slat {salt, partially hydrogenated soybean oil}, seasoning {potassium chloride, maltodextrin, natural flavors}, garlic, onion powder, spice], mushroom flavor {tapioca dextrin, autolyzed yeast extract, milkfat, flavoring, butter (cream, annato), salt, maltodextrin, contains less than 2% caramel color, corn syrup, disodium guanylate, disodium inosinate, mushroom concentrate, nonfat dry milk, potato starch}], swiss cheese flavor [enzyme modified swiss cheese {milk, starter culture, salt, enzymes}, maltodextrin, cultured whey, whey protein concentrate, disodium phosphate], natural flavor.","en:e1400,en:e150c,en:e200,en:e202,en:e211,en:e235,en:e270,en:e330,en:e339ii,en:e460,en:e460ii,en:e627,en:e631"
"Roundy's, original corn dogs, honey",en:frozen-foods,United States,"Mechanically separated chicken, pork, water, dextrose, corn syrup, salt, flavorings, sodium phosphate, beef, paprika and paprika oleoresin, sodium erythorbate, sodium nitrate.","en:e160c,en:e251,en:e316"
Original mini corn dogs,en:frozen-foods,United States,"Batter: water, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, degermed yellow corn meal. contains 2% or less of: leavening (sodium acid pyrophosphate, sodium bicarbonate), salt, soybean oil, dextrose, dried honey, onion powder, soy flour, nonfat milk, eggs, soy lecithin, cooked in vegetable oil (contains one or more of: corn oil, cottonseed oil, soybean oil), chicken frank: mechanically separated chicken, water, dextrose, salt, contains 2% or less of: corn syrup, flavorings, calcium lactate, sodium phosphate, paprika and paprika oleoresin, sodium erythorbate, sodium nitrite, casing made from calcium alginate. predust: enriched wheat flour (enriched with niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), wheat flour, whey, salt.","en:e160c,en:e250,en:e316,en:e322,en:e322i,en:e327,en:e339,en:e404,en:e450,en:e450i,en:e500,en:e500ii"
Flatbread sandwiches,en:frozen-foods,United States,"Whole wheat flatbread (whole wheat flour, water, yeast, sugar, wheat gluten, cellulose, contains 2% or less of the following: soybean oil, polydextrose, salt, wheat bran, vegetable gums, dough conditioners [mono and diglycerides, ascorbic acid], calcium propionate [preservative], guar gum, corn syrup solids, calcium sulfate, sorbic acid [preservative], wheat starch), egg patty (whole eggs, water, dry whole milk, soybean oil, salt, xanthan gum, citric acid, soy lecithin), processed american pepper jack cheese (cultured milk and skim milk, cheese culture, water, jalapeno peppers, cream, sodium citrate, salt, red bell peppers, natural flavors, sorbic acid [preservative], lactic acid, soy lecithin, enzymes), ham (pork cured with water, dextrose, salt, contains 2% or less of: sodium lactate, sugar, sodium phosphate, sodium diacetate, sodium erythorbate, sodium nitrite).","en:e1200,en:e200,en:e250,en:e262,en:e262ii,en:e270,en:e282,en:e300,en:e316,en:e322,en:e322i,en:e325,en:e330,en:e331,en:e412,en:e415,en:e460,en:e471"
Flatbread sandwiches,en:frozen-foods,United States,"Whole wheat flatbread (whole wheat flour, water, yeast, sugar, wheat gluten, cellulose, contains 2% or ess of the following: soybean oil, polydextrose, salt, wheat bran, vegetable gums, dough conditioners [mono and diglycerides, ascorbic acid], calcium propionate [preservative], guar gum, corn syrup solids, calcium sulfate, sorbic acid [preservative], wheat starch) egg patty (whole eggs, water, whole milk powder, soybean oil, salt, xanthan gum, citric acid), processes sharp american yellow cheese (cultured milk and skim milk, cream, sodium citrate, salt, artificial color, sodium phosphate, sorbic acid [preservative], acetic acid,enzymes, soy lecithin).","en:e1200,en:e200,en:e260,en:e282,en:e300,en:e322,en:e322i,en:e330,en:e331,en:e412,en:e415,en:e460,en:e471"
"Roundy's, select, cheese tortellacci",en:frozen-foods,United States,"Durum wheat flour (enriched with iron (ferrous sulfate) and b vitamins (niacin, thiamin, riboflavin, folic acid)), ricotta cheese (pasteurized whey, cream, vinegar, and salt), water, whole egg, romano cheese (pasteurized sheep's milk, cheese culture, salt, enzymes, modified food starch, powdered cellulose (anti-caking agent), bread crumbs (wheat flour, sugar, canola oil, salt, yeast), flour blend (yellow corn flour, wheat flour, soybean oil, extractives of turmeric and paprika), dehydrated potatoes (100% potatoes), natural parmesan flavor (contains milk, water, disodium phosphate), natural romano flavor (contains milk, water, disodium phosphate), salt, parsley, black pepper.","en:e339ii,en:e460,en:e460ii"
Crunchy fish sticks,"en:seafood,en:fishes-and-their-products,en:fishes,en:frozen-foods,en:fish-preparations,en:frozen-seafood,en:breaded-products,en:breaded-fish,en:fish-fingers",United States,"Minced alaska pollock, wheat flour, water, vegetable oil (canola, cottonseed, and/or soybean), modified corn starch, contains 2% or less of: salt, natural flavors, sugar, yeast, nonfat milk, whey, leavening (sodium aluminum phosphate, sodium bicarbonate).","en:e500,en:e500ii,en:e541"
Crunchy fish fillets,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Alaska pollock, wheat flour, water, vegetable oil (canola, cottonseed, and/or soybean), modified corn starch, contains 2% or less of: salt, natural flavors, sugar, yeast, nonfat milk, whey, leavening (sodium aluminum phosphate, sodium bicarbonate), sodium tripolyphosphate (to retain moisture).","en:e452,en:e452vi,en:e500,en:e500ii,en:e541"
"Roundy's, fisherman's reserve, breaded parmesan encrusted tilapia","en:seafood,en:fishes-and-their-products,en:fishes,en:frozen-foods,en:frozen-seafood,en:tilapia",United States,"Tilapia, yellow corn flour, rice flour, corn starch, yellow corn meal, salt, parmesan and romano cheese (milk, cheese cultures, salt, enzymes), spices, honey, raisin juice concentrate, garlic powder, onion powder, leavening (sodium acid pyrophosphate, sodium bicarbonate), dehydrated parsley. partially fried in canola oil.","en:e450,en:e450i,en:e500,en:e500ii"
Breaded potato encrusted cod,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Cod, bleached wheat flour, modified corn starch, potato granules, cheddar cheese (pasteurized cow's milk, cheese cultures, salt, enzymes), yellow corn flour, butter (cream, salt), salt, dehydrated potato, dry potato mix (potatoes, corn starch, guar gum, salt, methylcellulose), maltodextrin, disodium inosinate, disodium guanylate, whey, milk, garlic powder, dextrose, egg whites, onion powder, natural flavors, soybean oil, palm oil, corn syrup solids, unsalted butter (pasteurized cream, natural flavor), natural butter flavor, leavening (sodium bicarbonate, sodium aluminum phosphate, sodium acid pyrophosphate), sugar, gum arabic, yeast, vinegar solids, dehydrated chives, spices, concentrated lemon juice, lactic acid, annatto and turmeric extract, soy lecithin, yellow 5, yellow 6. partially fried in canola oil.","en:e100,en:e102,en:e110,en:e160b,en:e270,en:e322,en:e322i,en:e412,en:e414,en:e450,en:e450i,en:e461,en:e500,en:e500ii,en:e541,en:e627,en:e631"
"Roundy's, fisherman's, tilapia fillets","en:seafood,en:fishes-and-their-products,en:fishes,en:frozen-foods,en:frozen-seafood,en:tilapia",United States,"Tilapia, water, olive oil blend (canola oil and olive oil), salt, natural flavors (with smoke and grill flavors), spices, dehydrated garlic, paprika, dehydrated onion, red bell pepper, citric acid.",en:e330
"Roundy's, fisherman's, wild pacific salmon fillets","en:seafood,en:fishes-and-their-products,en:fishes,en:fatty-fishes,en:frozen-foods,en:fish-fillets,en:frozen-seafood,en:salmons,en:salmon-fillets",United States,"Pink salmon, water, olive oil blend (canola oil and olive oil), salt, natural flavors (with smoke and grill flavors), spices, dehydrated garlic, paprika, dehydrated onion, red bell pepper, citric acid.",en:e330
